hr_uid,year,mortality,region,DGUID,VECTOR,COORDINATE,REF_DATE
3527,2001,1071.6666666666667,"Brant County Health Unit, Ontario",2015A00073527,v106864801,58.1.1.1.1,2000/2002
3527,2006,1073.3333333333333,"Brant County Health Unit, Ontario",2015A00073527,v106864801,58.1.1.1.1,2005/2007
3527,2011,1256.6666666666667,"Brant County Health Unit, Ontario",2015A00073527,v106864801,58.1.1.1.1,2010/2012
3527,2020,1582.1411727368445,"Brant County Health Unit, Ontario",2015A00073527,v106864801,58.1.1.1.1,2019/2021
3530,2001,2876.6666666666665,"Durham Regional Health Unit, Ontario",2015A00073530,v106865683,59.1.1.1.1,2000/2002
3530,2006,3193.3333333333335,"Durham Regional Health Unit, Ontario",2015A00073530,v106865683,59.1.1.1.1,2005/2007
3530,2011,3593.3333333333335,"Durham Regional Health Unit, Ontario",2015A00073530,v106865683,59.1.1.1.1,2010/2012
3530,2020,4308.8074746600405,"Durham Regional Health Unit, Ontario",2015A00073530,v106865683,59.1.1.1.1,2019/2021
3531,2001,695.0,"Elgin-St. Thomas Health Unit, Ontario",2015A00073531,v106866565,60.1.1.1.1,2000/2002
3531,2006,758.3333333333334,"Elgin-St. Thomas Health Unit, Ontario",2015A00073531,v106866565,60.1.1.1.1,2005/2007
3531,2011,743.3333333333334,"Elgin-St. Thomas Health Unit, Ontario",2015A00073531,v106866565,60.1.1.1.1,2010/2012
3531,2020,720.8584719682628,"Elgin-St. Thomas Health Unit, Ontario",2015A00073531,v106866565,60.1.1.1.1,2019/2021
3533,2001,1538.3333333333333,"Grey Bruce Health Unit, Ontario",2015A00073533,v106867447,61.1.1.1.1,2000/2002
3533,2006,1561.6666666666667,"Grey Bruce Health Unit, Ontario",2015A00073533,v106867447,61.1.1.1.1,2005/2007
3533,2011,1573.3333333333333,"Grey Bruce Health Unit, Ontario",2015A00073533,v106867447,61.1.1.1.1,2010/2012
3533,2020,1598.858911794452,"Grey Bruce Health Unit, Ontario",2015A00073533,v106867447,61.1.1.1.1,2019/2021
3534,2001,963.3333333333334,"Haldimand-Norfolk Health Unit, Ontario",2015A00073534,v106868329,62.1.1.1.1,2000/2002
3534,2006,993.3333333333334,"Haldimand-Norfolk Health Unit, Ontario",2015A00073534,v106868329,62.1.1.1.1,2005/2007
3534,2011,980.0,"Haldimand-Norfolk Health Unit, Ontario",2015A00073534,v106868329,62.1.1.1.1,2010/2012
3534,2020,960.5254722158606,"Haldimand-Norfolk Health Unit, Ontario",2015A00073534,v106868329,62.1.1.1.1,2019/2021
3535,2001,1676.6666666666667,"Haliburton, Kawartha, Pine Ridge District Health Unit, Ontario",2015A00073535,v106869211,63.1.1.1.1,2000/2002
3535,2006,1778.3333333333333,"Haliburton, Kawartha, Pine Ridge District Health Unit, Ontario",2015A00073535,v106869211,63.1.1.1.1,2005/2007
3535,2011,1890.0,"Haliburton, Kawartha, Pine Ridge District Health Unit, Ontario",2015A00073535,v106869211,63.1.1.1.1,2010/2012
3535,2020,2086.474883533489,"Haliburton, Kawartha, Pine Ridge District Health Unit, Ontario",2015A00073535,v106869211,63.1.1.1.1,2019/2021
3536,2001,2158.3333333333335,"Halton Regional Health Unit, Ontario",2015A00073536,v106870093,64.1.1.1.1,2000/2002
3536,2006,2605.0,"Halton Regional Health Unit, Ontario",2015A00073536,v106870093,64.1.1.1.1,2005/2007
3536,2011,2901.6666666666665,"Halton Regional Health Unit, Ontario",2015A00073536,v106870093,64.1.1.1.1,2010/2012
3536,2020,3440.1921526975166,"Halton Regional Health Unit, Ontario",2015A00073536,v106870093,64.1.1.1.1,2019/2021
3537,2001,3986.6666666666665,"City of Hamilton Health Unit, Ontario",2015A00073537,v106870975,65.1.1.1.1,2000/2002
3537,2006,3960.0,"City of Hamilton Health Unit, Ontario",2015A00073537,v106870975,65.1.1.1.1,2005/2007
3537,2011,4158.333333333333,"City of Hamilton Health Unit, Ontario",2015A00073537,v106870975,65.1.1.1.1,2010/2012
3537,2020,4510.807835763402,"City of Hamilton Health Unit, Ontario",2015A00073537,v106870975,65.1.1.1.1,2019/2021
3538,2001,1550.0,"Hastings and Prince Edward Counties Health Unit, Ontario",2015A00073538,v106871857,66.1.1.1.1,2000/2002
3538,2006,1563.3333333333333,"Hastings and Prince Edward Counties Health Unit, Ontario",2015A00073538,v106871857,66.1.1.1.1,2005/2007
3538,2011,1621.6666666666667,"Hastings and Prince Edward Counties Health Unit, Ontario",2015A00073538,v106871857,66.1.1.1.1,2010/2012
3538,2020,1722.1412956773383,"Hastings and Prince Edward Counties Health Unit, Ontario",2015A00073538,v106871857,66.1.1.1.1,2019/2021
3539,2020,1187.333865872251,Huron Perth Health Unit,,,,2019/2021
3540,2001,1018.3333333333334,"Chatham-Kent Health Unit, Ontario",2015A00073540,v106873621,68.1.1.1.1,2000/2002
3540,2006,1055.0,"Chatham-Kent Health Unit, Ontario",2015A00073540,v106873621,68.1.1.1.1,2005/2007
3540,2011,1010.0,"Chatham-Kent Health Unit, Ontario",2015A00073540,v106873621,68.1.1.1.1,2010/2012
3540,2020,933.5255210046162,"Chatham-Kent Health Unit, Ontario",2015A00073540,v106873621,68.1.1.1.1,2019/2021
3541,2001,1576.6666666666667,"Kingston, Frontenac and Lennox and Addington Health Unit, Ontario",2015A00073541,v106874503,69.1.1.1.1,2000/2002
3541,2006,1590.0,"Kingston, Frontenac and Lennox and Addington Health Unit, Ontario",2015A00073541,v106874503,69.1.1.1.1,2005/2007
3541,2011,1708.3333333333333,"Kingston, Frontenac and Lennox and Addington Health Unit, Ontario",2015A00073541,v106874503,69.1.1.1.1,2010/2012
3541,2020,1916.797255797233,"Kingston, Frontenac and Lennox and Addington Health Unit, Ontario",2015A00073541,v106874503,69.1.1.1.1,2019/2021
3542,2001,1165.0,"Lambton Health Unit, Ontario",2015A00073542,v106875385,70.1.1.1.1,2000/2002
3542,2006,1195.0,"Lambton Health Unit, Ontario",2015A00073542,v106875385,70.1.1.1.1,2005/2007
3542,2011,1255.0,"Lambton Health Unit, Ontario",2015A00073542,v106875385,70.1.1.1.1,2010/2012
3542,2020,1358.4744961143601,"Lambton Health Unit, Ontario",2015A00073542,v106875385,70.1.1.1.1,2019/2021
3543,2001,1500.0,"Leeds, Grenville and Lanark District Health Unit, Ontario",2015A00073543,v106876267,71.1.1.1.1,2000/2002
3543,2006,1558.3333333333333,"Leeds, Grenville and Lanark District Health Unit, Ontario",2015A00073543,v106876267,71.1.1.1.1,2005/2007
3543,2011,1628.3333333333333,"Leeds, Grenville and Lanark District Health Unit, Ontario",2015A00073543,v106876267,71.1.1.1.1,2010/2012
3543,2020,1749.807754872215,"Leeds, Grenville and Lanark District Health Unit, Ontario",2015A00073543,v106876267,71.1.1.1.1,2019/2021
3544,2001,3006.6666666666665,"Middlesex-London Health Unit, Ontario",2015A00073544,v106877149,72.1.1.1.1,2000/2002
3544,2006,3023.3333333333335,"Middlesex-London Health Unit, Ontario",2015A00073544,v106877149,72.1.1.1.1,2005/2007
3544,2011,3285.0,"Middlesex-London Health Unit, Ontario",2015A00073544,v106877149,72.1.1.1.1,2010/2012
3544,2020,3751.474573780315,"Middlesex-London Health Unit, Ontario",2015A00073544,v106877149,72.1.1.1.1,2019/2021
3546,2001,3875.0,"Niagara Regional Area Health Unit, Ontario",2015A00073546,v106878031,73.1.1.1.1,2000/2002
3546,2006,4070.0,"Niagara Regional Area Health Unit, Ontario",2015A00073546,v106878031,73.1.1.1.1,2005/2007
3546,2011,4148.333333333333,"Niagara Regional Area Health Unit, Ontario",2015A00073546,v106878031,73.1.1.1.1,2010/2012
3546,2020,4293.856786068747,"Niagara Regional Area Health Unit, Ontario",2015A00073546,v106878031,73.1.1.1.1,2019/2021
3547,2001,1095.0,"North Bay Parry Sound District Health Unit, Ontario",2015A00073547,v106878913,74.1.1.1.1,2000/2002
3547,2006,1131.6666666666667,"North Bay Parry Sound District Health Unit, Ontario",2015A00073547,v106878913,74.1.1.1.1,2005/2007
3547,2011,1218.3333333333333,"North Bay Parry Sound District Health Unit, Ontario",2015A00073547,v106878913,74.1.1.1.1,2010/2012
3547,2020,1369.8077924834117,"North Bay Parry Sound District Health Unit, Ontario",2015A00073547,v106878913,74.1.1.1.1,2019/2021
3549,2001,658.3333333333334,"Northwestern Health Unit, Ontario",2015A00073549,v106879795,75.1.1.1.1,2000/2002
3549,2006,668.3333333333334,"Northwestern Health Unit, Ontario",2015A00073549,v106879795,75.1.1.1.1,2005/2007
3549,2011,711.6666666666666,"Northwestern Health Unit, Ontario",2015A00073549,v106879795,75.1.1.1.1,2010/2012
3549,2020,785.141033896934,"Northwestern Health Unit, Ontario",2015A00073549,v106879795,75.1.1.1.1,2019/2021
3551,2001,4758.333333333333,"City of Ottawa Health Unit, Ontario",2015A00073551,v106880677,76.1.1.1.1,2000/2002
3551,2006,4893.333333333333,"City of Ottawa Health Unit, Ontario",2015A00073551,v106880677,76.1.1.1.1,2005/2007
3551,2011,5303.333333333333,"City of Ottawa Health Unit, Ontario",2015A00073551,v106880677,76.1.1.1.1,2010/2012
3551,2020,6036.8084900379745,"City of Ottawa Health Unit, Ontario",2015A00073551,v106880677,76.1.1.1.1,2019/2021
3552,2001,841.6666666666666,"Oxford County Health Unit, Ontario",2015A00073552,v106881559,77.1.1.1.1,2000/2002
3552,2006,868.3333333333334,"Oxford County Health Unit, Ontario",2015A00073552,v106881559,77.1.1.1.1,2005/2007
3552,2011,920.0,"Oxford County Health Unit, Ontario",2015A00073552,v106881559,77.1.1.1.1,2010/2012
3552,2020,1008.474899769184,"Oxford County Health Unit, Ontario",2015A00073552,v106881559,77.1.1.1.1,2019/2021
3553,2001,3818.3333333333335,"Peel Regional Health Unit, Ontario",2015A00073553,v106882441,78.1.1.1.1,2000/2002
3553,2006,4530.0,"Peel Regional Health Unit, Ontario",2015A00073553,v106882441,78.1.1.1.1,2005/2007
3553,2011,5206.666666666667,"Peel Regional Health Unit, Ontario",2015A00073553,v106882441,78.1.1.1.1,2010/2012
3553,2020,6429.192113710866,"Peel Regional Health Unit, Ontario",2015A00073553,v106882441,78.1.1.1.1,2019/2021
3554,2001,686.6666666666666,"Perth District Health Unit, Ontario",2015A00073554,v106883323,79.1.1.1.1,2000/2002
3554,2006,661.6666666666666,"Perth District Health Unit, Ontario",2015A00073554,v106883323,79.1.1.1.1,2005/2007
3554,2011,661.6666666666666,"Perth District Health Unit, Ontario",2015A00073554,v106883323,79.1.1.1.1,2010/2012
3554,2020,657.1415664358503,"Perth District Health Unit, Ontario",2015A00073554,v106883323,79.1.1.1.1,2019/2021
3555,2001,1241.6666666666667,"Peterborough County-City Health Unit, Ontario",2015A00073555,v106884205,80.1.1.1.1,2000/2002
3555,2006,1276.6666666666667,"Peterborough County-City Health Unit, Ontario",2015A00073555,v106884205,80.1.1.1.1,2005/2007
3555,2011,1315.0,"Peterborough County-City Health Unit, Ontario",2015A00073555,v106884205,80.1.1.1.1,2010/2012
3555,2020,1380.444444444445,"Peterborough County-City Health Unit, Ontario",2015A00073555,v106884205,80.1.1.1.1,2019/2021
3556,2001,721.6666666666666,"Porcupine Health Unit, Ontario",2015A00073556,v106885087,81.1.1.1.1,2000/2002
3556,2006,710.0,"Porcupine Health Unit, Ontario",2015A00073556,v106885087,81.1.1.1.1,2005/2007
3556,2011,766.6666666666666,"Porcupine Health Unit, Ontario",2015A00073556,v106885087,81.1.1.1.1,2010/2012
3556,2020,864.1416538016881,"Porcupine Health Unit, Ontario",2015A00073556,v106885087,81.1.1.1.1,2019/2021
3557,2001,923.3333333333334,"Renfrew County and District Health Unit, Ontario",2015A00073557,v106885969,82.1.1.1.1,2000/2002
3557,2006,930.0,"Renfrew County and District Health Unit, Ontario",2015A00073557,v106885969,82.1.1.1.1,2005/2007
3557,2011,896.6666666666666,"Renfrew County and District Health Unit, Ontario",2015A00073557,v106885969,82.1.1.1.1,2010/2012
3557,2020,841.1922960850268,"Renfrew County and District Health Unit, Ontario",2015A00073557,v106885969,82.1.1.1.1,2019/2021
3558,2001,1646.6666666666667,"Eastern Ontario Health Unit, Ontario",2015A00073558,v106886851,83.1.1.1.1,2000/2002
3558,2006,1641.6666666666667,"Eastern Ontario Health Unit, Ontario",2015A00073558,v106886851,83.1.1.1.1,2005/2007
3558,2011,1726.6666666666667,"Eastern Ontario Health Unit, Ontario",2015A00073558,v106886851,83.1.1.1.1,2010/2012
3558,2020,1875.1411790195807,"Eastern Ontario Health Unit, Ontario",2015A00073558,v106886851,83.1.1.1.1,2019/2021
3560,2001,3415.0,"Simcoe Muskoka District Health Unit, Ontario",2015A00073560,v106887733,84.1.1.1.1,2000/2002
3560,2006,3740.0,"Simcoe Muskoka District Health Unit, Ontario",2015A00073560,v106887733,84.1.1.1.1,2005/2007
3560,2011,4043.3333333333335,"Simcoe Muskoka District Health Unit, Ontario",2015A00073560,v106887733,84.1.1.1.1,2010/2012
3560,2020,4593.85889332807,"Simcoe Muskoka District Health Unit, Ontario",2015A00073560,v106887733,84.1.1.1.1,2019/2021
3561,2001,1660.0,"Sudbury and District Health Unit, Ontario",2015A00073561,v106888615,85.1.1.1.1,2000/2002
3561,2006,1663.3333333333333,"Sudbury and District Health Unit, Ontario",2015A00073561,v106888615,85.1.1.1.1,2005/2007
3561,2011,1763.3333333333333,"Sudbury and District Health Unit, Ontario",2015A00073561,v106888615,85.1.1.1.1,2010/2012
3561,2020,1938.807971084093,"Sudbury and District Health Unit, Ontario",2015A00073561,v106888615,85.1.1.1.1,2019/2021
3562,2001,1393.3333333333333,"Thunder Bay District Health Unit, Ontario",2015A00073562,v106889497,86.1.1.1.1,2000/2002
3562,2006,1303.3333333333333,"Thunder Bay District Health Unit, Ontario",2015A00073562,v106889497,86.1.1.1.1,2005/2007
3562,2011,1466.6666666666667,"Thunder Bay District Health Unit, Ontario",2015A00073562,v106889497,86.1.1.1.1,2010/2012
3562,2020,1756.1411864713418,"Thunder Bay District Health Unit, Ontario",2015A00073562,v106889497,86.1.1.1.1,2019/2021
3563,2001,386.6666666666667,"Timiskaming Health Unit, Ontario",2015A00073563,v106890379,87.1.1.1.1,2000/2002
3563,2006,346.6666666666667,"Timiskaming Health Unit, Ontario",2015A00073563,v106890379,87.1.1.1.1,2005/2007
3563,2011,373.3333333333333,"Timiskaming Health Unit, Ontario",2015A00073563,v106890379,87.1.1.1.1,2010/2012
3563,2020,416.8079101851773,"Timiskaming Health Unit, Ontario",2015A00073563,v106890379,87.1.1.1.1,2019/2021
3565,2001,2771.6666666666665,"Waterloo Health Unit, Ontario",2015A00073565,v106891261,88.1.1.1.1,2000/2002
3565,2006,2946.6666666666665,"Waterloo Health Unit, Ontario",2015A00073565,v106891261,88.1.1.1.1,2005/2007
3565,2011,3141.6666666666665,"Waterloo Health Unit, Ontario",2015A00073565,v106891261,88.1.1.1.1,2010/2012
3565,2020,3488.1405656156667,"Waterloo Health Unit, Ontario",2015A00073565,v106891261,88.1.1.1.1,2019/2021
3566,2001,1650.0,"Wellington-Dufferin-Guelph Health Unit, Ontario",2015A00073566,v106892143,89.1.1.1.1,2000/2002
3566,2006,1691.6666666666667,"Wellington-Dufferin-Guelph Health Unit, Ontario",2015A00073566,v106892143,89.1.1.1.1,2005/2007
3566,2011,1850.0,"Wellington-Dufferin-Guelph Health Unit, Ontario",2015A00073566,v106892143,89.1.1.1.1,2010/2012
3566,2020,2130.476547264585,"Wellington-Dufferin-Guelph Health Unit, Ontario",2015A00073566,v106892143,89.1.1.1.1,2019/2021
3568,2001,2825.0,"Windsor-Essex County Health Unit, Ontario",2015A00073568,v106893025,90.1.1.1.1,2000/2002
3568,2006,2840.0,"Windsor-Essex County Health Unit, Ontario",2015A00073568,v106893025,90.1.1.1.1,2005/2007
3568,2011,3018.3333333333335,"Windsor-Essex County Health Unit, Ontario",2015A00073568,v106893025,90.1.1.1.1,2010/2012
3568,2020,3334.807862486193,"Windsor-Essex County Health Unit, Ontario",2015A00073568,v106893025,90.1.1.1.1,2019/2021
3570,2001,3188.3333333333335,"York Regional Health Unit, Ontario",2015A00073570,v106893907,91.1.1.1.1,2000/2002
3570,2006,3745.0,"York Regional Health Unit, Ontario",2015A00073570,v106893907,91.1.1.1.1,2005/2007
3570,2011,4410.0,"York Regional Health Unit, Ontario",2015A00073570,v106893907,91.1.1.1.1,2010/2012
3570,2020,5602.474495898215,"York Regional Health Unit, Ontario",2015A00073570,v106893907,91.1.1.1.1,2019/2021
3575,2020,1729.333371737447,Southwestern,,,,2019/2021
3595,2001,16668.333333333332,"City of Toronto Health Unit, Ontario",2015A00073595,v106894789,92.1.1.1.1,2000/2002
3595,2006,15835.0,"City of Toronto Health Unit, Ontario",2015A00073595,v106894789,92.1.1.1.1,2005/2007
3595,2011,16111.666666666666,"City of Toronto Health Unit, Ontario",2015A00073595,v106894789,92.1.1.1.1,2010/2012
3595,2020,16605.1411548059,"City of Toronto Health Unit, Ontario",2015A00073595,v106894789,92.1.1.1.1,2019/2021
3599,2001,80680.0,Ontario by Health Unit,,v106863037,56.1.1.1.1,2000/2002
3599,2006,83185.0,Ontario by Health Unit,,v106863037,56.1.1.1.1,2005/2007
3599,2011,88491.66666666667,Ontario by Health Unit,,v106863037,56.1.1.1.1,2010/2012
3599,2020,98039.14113169926,Ontario by Health Unit,,v106863037,56.1.1.1.1,2019/2021
4600,2001,9801.666666666666,Manitoba,2016A000246,v106895671,93.1.1.1.1,2000/2002
4600,2006,9821.666666666666,Manitoba,2016A000246,v106895671,93.1.1.1.1,2005/2007
4600,2011,10065.0,Manitoba,2016A000246,v106895671,93.1.1.1.1,2010/2012
4600,2020,10498.474492248384,Manitoba,2016A000246,v106895671,93.1.1.1.1,2019/2021
4601,2001,5500.0,"Winnipeg Regional Health Authority, Manitoba",2015A00074601,v106896553,94.1.1.1.1,2000/2002
4601,2006,5496.666666666667,"Winnipeg Regional Health Authority, Manitoba",2015A00074601,v106896553,94.1.1.1.1,2005/2007
4601,2011,5681.666666666667,"Winnipeg Regional Health Authority, Manitoba",2015A00074601,v106896553,94.1.1.1.1,2010/2012
4601,2020,6010.1421907327185,"Winnipeg Regional Health Authority, Manitoba",2015A00074601,v106896553,94.1.1.1.1,2019/2021
4602,2001,1815.0,"Prairie Mountain Health, Manitoba",2015A00074602,v106897435,95.1.1.1.1,2000/2002
4602,2006,1753.3333333333333,"Prairie Mountain Health, Manitoba",2015A00074602,v106897435,95.1.1.1.1,2005/2007
4602,2011,1675.0,"Prairie Mountain Health, Manitoba",2015A00074602,v106897435,95.1.1.1.1,2010/2012
4602,2020,1538.5254643770454,"Prairie Mountain Health, Manitoba",2015A00074602,v106897435,95.1.1.1.1,2019/2021
4603,2001,960.0,"Interlake-Eastern Regional Health Authority, Manitoba",2015A00074603,v106898317,96.1.1.1.1,2000/2002
4603,2006,1030.0,"Interlake-Eastern Regional Health Authority, Manitoba",2015A00074603,v106898317,96.1.1.1.1,2005/2007
4603,2011,1021.6666666666666,"Interlake-Eastern Regional Health Authority, Manitoba",2015A00074603,v106898317,96.1.1.1.1,2010/2012
4603,2020,1011.1918053015968,"Interlake-Eastern Regional Health Authority, Manitoba",2015A00074603,v106898317,96.1.1.1.1,2019/2021
4604,2001,371.6666666666667,"Northern Regional Health Authority, Manitoba",2015A00074604,v106899199,97.1.1.1.1,2000/2002
4604,2006,408.3333333333333,"Northern Regional Health Authority, Manitoba",2015A00074604,v106899199,97.1.1.1.1,2005/2007
4604,2011,460.0,"Northern Regional Health Authority, Manitoba",2015A00074604,v106899199,97.1.1.1.1,2010/2012
4604,2020,548.4745541493354,"Northern Regional Health Authority, Manitoba",2015A00074604,v106899199,97.1.1.1.1,2019/2021
4605,2001,1155.0,"Southern Health, Manitoba",2015A00074605,v106900081,98.1.1.1.1,2000/2002
4605,2006,1133.3333333333333,"Southern Health, Manitoba",2015A00074605,v106900081,98.1.1.1.1,2005/2007
4605,2011,1226.6666666666667,"Southern Health, Manitoba",2015A00074605,v106900081,98.1.1.1.1,2010/2012
4605,2020,1390.1411796496684,"Southern Health, Manitoba",2015A00074605,v106900081,98.1.1.1.1,2019/2021
4700,2001,8751.666666666666,Saskatchewan,2016A000247,v106900963,99.1.1.1.1,2000/2002
4700,2006,8833.333333333334,Saskatchewan,2016A000247,v106900963,99.1.1.1.1,2005/2007
4700,2011,9131.666666666666,Saskatchewan,2016A000247,v106900963,99.1.1.1.1,2010/2012
4700,2020,9664.14100829834,Saskatchewan,2016A000247,v106900963,99.1.1.1.1,2019/2021
4701,2001,605.0,"Sun Country Regional Health Authority, Saskatchewan",2015A00074701,v106901845,100.1.1.1.1,2000/2002
4701,2006,535.0,"Sun Country Regional Health Authority, Saskatchewan",2015A00074701,v106901845,100.1.1.1.1,2005/2007
4701,2011,551.6666666666666,"Sun Country Regional Health Authority, Saskatchewan",2015A00074701,v106901845,100.1.1.1.1,2010/2012
4701,2020,577.1412304218228,"Sun Country Regional Health Authority, Saskatchewan",2015A00074701,v106901845,100.1.1.1.1,2019/2021
4702,2001,630.0,"Five Hills Regional Health Authority, Saskatchewan",2015A00074702,v106902727,101.1.1.1.1,2000/2002
4702,2006,586.6666666666666,"Five Hills Regional Health Authority, Saskatchewan",2015A00074702,v106902727,101.1.1.1.1,2005/2007
4702,2011,606.6666666666666,"Five Hills Regional Health Authority, Saskatchewan",2015A00074702,v106902727,101.1.1.1.1,2010/2012
4702,2020,638.1404883219723,"Five Hills Regional Health Authority, Saskatchewan",2015A00074702,v106902727,101.1.1.1.1,2019/2021
4703,2001,445.0,"Cypress Regional Health Authority, Saskatchewan",2015A00074703,v106903609,102.1.1.1.1,2000/2002
4703,2006,451.6666666666667,"Cypress Regional Health Authority, Saskatchewan",2015A00074703,v106903609,102.1.1.1.1,2005/2007
4703,2011,451.6666666666667,"Cypress Regional Health Authority, Saskatchewan",2015A00074703,v106903609,102.1.1.1.1,2010/2012
4703,2020,456.1919490679634,"Cypress Regional Health Authority, Saskatchewan",2015A00074703,v106903609,102.1.1.1.1,2019/2021
4704,2001,1888.3333333333333,"Regina Qu'Appelle Regional Health Authority, Saskatchewan",2015A00074704,v106904491,103.1.1.1.1,2000/2002
4704,2006,2001.6666666666667,"Regina Qu'Appelle Regional Health Authority, Saskatchewan",2015A00074704,v106904491,103.1.1.1.1,2005/2007
4704,2011,2151.6666666666665,"Regina Qu'Appelle Regional Health Authority, Saskatchewan",2015A00074704,v106904491,103.1.1.1.1,2010/2012
4704,2020,2417.142011565546,"Regina Qu'Appelle Regional Health Authority, Saskatchewan",2015A00074704,v106904491,103.1.1.1.1,2019/2021
4705,2001,803.3333333333334,"Sunrise Regional Health Authority, Saskatchewan",2015A00074705,v106905373,104.1.1.1.1,2000/2002
4705,2006,735.0,"Sunrise Regional Health Authority, Saskatchewan",2015A00074705,v106905373,104.1.1.1.1,2005/2007
4705,2011,715.0,"Sunrise Regional Health Authority, Saskatchewan",2015A00074705,v106905373,104.1.1.1.1,2010/2012
4705,2020,674.4745110428619,"Sunrise Regional Health Authority, Saskatchewan",2015A00074705,v106905373,104.1.1.1.1,2019/2021
4706,2001,2163.3333333333335,"Saskatoon Regional Health Authority, Saskatchewan",2015A00074706,v106906255,105.1.1.1.1,2000/2002
4706,2006,2268.3333333333335,"Saskatoon Regional Health Authority, Saskatchewan",2015A00074706,v106906255,105.1.1.1.1,2005/2007
4706,2011,2325.0,"Saskatoon Regional Health Authority, Saskatchewan",2015A00074706,v106906255,105.1.1.1.1,2010/2012
4706,2020,2431.5254889571393,"Saskatoon Regional Health Authority, Saskatchewan",2015A00074706,v106906255,105.1.1.1.1,2019/2021
4707,2001,466.6666666666667,"Heartland Regional Health Authority, Saskatchewan",2015A00074707,v106907137,106.1.1.1.1,2000/2002
4707,2006,470.0,"Heartland Regional Health Authority, Saskatchewan",2015A00074707,v106907137,106.1.1.1.1,2005/2007
4707,2011,436.6666666666667,"Heartland Regional Health Authority, Saskatchewan",2015A00074707,v106907137,106.1.1.1.1,2010/2012
4707,2020,381.1913217677844,"Heartland Regional Health Authority, Saskatchewan",2015A00074707,v106907137,106.1.1.1.1,2019/2021
4708,2001,455.0,"Kelsey Trail Regional Health Authority, Saskatchewan",2015A00074708,v106908019,107.1.1.1.1,2000/2002
4708,2006,458.3333333333333,"Kelsey Trail Regional Health Authority, Saskatchewan",2015A00074708,v106908019,107.1.1.1.1,2005/2007
4708,2011,483.3333333333333,"Kelsey Trail Regional Health Authority, Saskatchewan",2015A00074708,v106908019,107.1.1.1.1,2010/2012
4708,2020,523.8077733385991,"Kelsey Trail Regional Health Authority, Saskatchewan",2015A00074708,v106908019,107.1.1.1.1,2019/2021
4709,2001,626.6666666666666,"Prince Albert Parkland Regional Health Authority, Saskatchewan",2015A00074709,v106908901,108.1.1.1.1,2000/2002
4709,2006,641.6666666666666,"Prince Albert Parkland Regional Health Authority, Saskatchewan",2015A00074709,v106908901,108.1.1.1.1,2005/2007
4709,2011,661.6666666666666,"Prince Albert Parkland Regional Health Authority, Saskatchewan",2015A00074709,v106908901,108.1.1.1.1,2010/2012
4709,2020,693.1399640085647,"Prince Albert Parkland Regional Health Authority, Saskatchewan",2015A00074709,v106908901,108.1.1.1.1,2019/2021
4710,2001,526.6666666666666,"Prairie North Regional Health Authority, Saskatchewan",2015A00074710,v106909783,109.1.1.1.1,2000/2002
4710,2006,531.6666666666666,"Prairie North Regional Health Authority, Saskatchewan",2015A00074710,v106909783,109.1.1.1.1,2005/2007
4710,2011,553.3333333333334,"Prairie North Regional Health Authority, Saskatchewan",2015A00074710,v106909783,109.1.1.1.1,2010/2012
4710,2020,587.8078689562873,"Prairie North Regional Health Authority, Saskatchewan",2015A00074710,v106909783,109.1.1.1.1,2019/2021
4716,2001,141.66666666666666,"Mamawetan/Keewatin/Athabasca, Saskatchewan",,v106910665,110.1.1.1.1,2000/2002
4716,2006,153.33333333333334,"Mamawetan/Keewatin/Athabasca, Saskatchewan",,v106910665,110.1.1.1.1,2005/2007
4716,2011,195.0,"Mamawetan/Keewatin/Athabasca, Saskatchewan",,v106910665,110.1.1.1.1,2010/2012
4716,2020,265.4744961143601,"Mamawetan/Keewatin/Athabasca, Saskatchewan",,v106910665,110.1.1.1.1,2019/2021
4800,2001,17421.666666666668,Alberta,2016A000248,v106911547,111.1.1.1.1,2000/2002
4800,2006,18925.0,Alberta,2016A000248,v106911547,111.1.1.1.1,2005/2007
4800,2011,20581.666666666668,Alberta,2016A000248,v106911547,111.1.1.1.1,2010/2012
4800,2020,23559.141981872366,Alberta,2016A000248,v106911547,111.1.1.1.1,2019/2021
4831,2001,1885.0,"South Zone, Alberta",2015A00074831,v106912429,112.1.1.1.1,2000/2002
4831,2006,1968.3333333333333,"South Zone, Alberta",2015A00074831,v106912429,112.1.1.1.1,2005/2007
4831,2011,2095.0,"South Zone, Alberta",2015A00074831,v106912429,112.1.1.1.1,2010/2012
4831,2020,2318.474527784139,"South Zone, Alberta",2015A00074831,v106912429,112.1.1.1.1,2019/2021
4832,2001,5320.0,"Calgary Zone, Alberta",2015A00074832,v106913311,113.1.1.1.1,2000/2002
4832,2006,5833.333333333333,"Calgary Zone, Alberta",2015A00074832,v106913311,113.1.1.1.1,2005/2007
4832,2011,6401.666666666667,"Calgary Zone, Alberta",2015A00074832,v106913311,113.1.1.1.1,2010/2012
4832,2020,7420.141206373988,"Calgary Zone, Alberta",2015A00074832,v106913311,113.1.1.1.1,2019/2021
4833,2001,2900.0,"Central Zone, Alberta",2015A00074833,v106914193,114.1.1.1.1,2000/2002
4833,2006,3110.0,"Central Zone, Alberta",2015A00074833,v106914193,114.1.1.1.1,2005/2007
4833,2011,3223.3333333333335,"Central Zone, Alberta",2015A00074833,v106914193,114.1.1.1.1,2010/2012
